reference,city,content,city_link
Peace.19860131_page_1.txt,Windhoek,"call for international conference

firstly. dwishtocongratulate the
staffiof the nannbian

secondly. i would like to express
my point of view

it is nom ovef seven months since
the interim government was instal!
ed in windhoek no significant
change has come about in namitia
except that repressive jaws such as
ag 8, ag 9and ag 26, are still strong
and alive

tens of thousands of our people
are walking about tn search of yobs

the socalled ministers talk niust
of the ume on ty about “‘goud
human relationships’ and ‘more job
opportunities’ for the citizens of this
county

we wonder whether these
manisters are blind to the real stu
uon, katuturaisa mere stone's throw
away from the tintenpalast ard

wh

sune members oft ile
assembis even bvcin kratutura. thies
know very weilthe bud condions ir:
existence there

in this country the ponutation is
about one milkon, yet the govern
ment can all attord to run a charts
food programme for citizens bab
gendof, the london-based rock star
van dott for more than three million
scary ing ethiopians

gendemen, whode sou think sou
ete fooling when svoucallyourselycs
tne leaders of the oppressed people
ef namibia?

stop shouting ut ene another in
the air-conditioned turnhalle that
is notthe way to find a solution for
te problems ot this country

the basic roo at our problem is
apartheid our problems also he an
education and joblessness the

nationa

ht tone a if

youre fa

iam writ onnection with

the foperfer vice presidentof sw nvos
mr & muyongo. he was a
committed man in the struge
fight for his op
thesd in a 8

when mr muyongo resigned from
swapo he decided to revive his
ty, canu, with a jo
basicallg<t7%m du he 4
bravely and sent some of his
followers back to organise canu
internally,

whenmrmu tko came back to
caprivi we thought cameto herp
his children organise a political par.
ty. to my surprise | saw there were
disputes between mr muyong
his followers.

why did mr muyongo run by
from his party to join the dta if he

oabolish apar-

syporters,

ee

alism?

i highting for socialism

ee a mer n’
used the peaple of
“aplivi by selling them to capitalist
countries like south africa, withthe
dbo d wov t

heisacting

the ae

btot cont
¢ aprivians. he should keep
intmand that there wall be an cod to
what_he is doing the people of
aprivi know prey, and

ongo should not make false
claims that the udp enjoys 9s per.
cent support.

“wan ally untrue, and he ys
merely trying ton 8 fr dirk
mudge and his cou gape) the

otha

wc can gcla partin
the socalled interim kovernument
orrled

an
otiiwarong?

mtasters shoud stan busing air:

nditanied cars and heuses

ntouernational conference
shosld be arranged urder un
eespies south atnica. swapo and

a (rs progressive parties must rs

bob celdof

dnd finda was toumplemeat resoiu
tion 436

phope tow. thatthe internationa
year of peace, will be meartinefulin
ae daly lises of most namibian,

the controversial issue which re
mans unsoived ty education mak
mea quick sursex of our black high
schools vou aretold that hundreds ol
students ate turned away because ol
lack of accomodation in tne hostels
or because of examination faitutes

those in charge of educanon
should take this
semreusls

silusnon scry

at the same time | appeal to ail
feachers to play an active roleso thar
they can help to fill the gap which is
created by the apartheid pohev af the
former bantu education

long live the namibian stay
god bless the staft with coutayy

moking
otiiwarongo
",Windhoek
Peace.19860214a_page_1.txt,Katima Mulilo,"outrage over caprivi

the leader of the basutia
group (whose name appeared in the
people's paper of february *)
ngambela (prime minister) robert
ntelamo sinvula of the bukalo
authority, has been abducted from
his group and leadership bs the
katima mulilo security police, and
jailed,

~ on several occasions roadblocks
were set up for himand his people os
police and army:

~ his people were forced by police to
join poliucal parties like the dta and
udp:

~. mr sinvulais a man of principie,

y am 2.

law and order and discipiine among
his peopie, and he controlled his
group for the maintenance of peace.
__ he stood forthe truth and because
he opposed confusion among his
group he was jailed under ag 9,
whichis contrary tothe billof nights,

nir sinvula practised law and
arder among his people.

{therefore call for the immediate
release of our leader, nir sinvula.,
why should the security police in-
voive themselves in politics among
our people? why are they forcing our
ceople ta become viorent?

tie basudia people are now ev-

|

fr

detention

posed to violence since the man who
controlled their temper has been
abducted.

allthe peoplein katima detained
under ag 9 are members of the
basubia group. one of thedetainees,
mr richard kamwi, has disap-
peared. how could he have escaped
when under lock and keyand hand-
cutfed for several days while in
prison. the security pohee know
whereneis, why should thev say he
hus escaped?

twafwa ewamana
katinea sel lilo

‘@wwfr 4 | a
",Katima Mulilo
Peace.19860214b_page_1.txt,,"the dta-mpc newspaper seems to

no-one in namibia can believe mpc supports resolution 435

be trying once again to destroy any
attempts by the blacks in this coun-
try to get together anddosomething
for their country. ] am referring toits
recent paternalistic reporting on the
attempt by dr a shejavali, general
secretary of the council of chur-
ches, to get together all parties which
are honestly supporting resolution
435.

only a fool would expect this party
newspaper to show anv support for
a move lo unite the oppressed nami-
bians, but the arrogance of its editor
can no longer be ignored. inthe edi-
tion of february 3 the ‘wise guy’ of
namibian ‘journalism takes up issuc
with what he refers to as the ‘e1enaar-
dige inisiatief of dr shejavali.

firstly he decides on what grounds
this initiative will enjoy the support
of all of them. namely if the aim is

to get the parties outside the ‘puppet
show’ more approachable. the ques-
tion is: approachable for whom? his
group?

he actually has the cheek to
assume that these parties want to be
approachable to the surrogates of
south africa, when allone has todo
isto deal with south africa itself. he
then advises dr shejavali which par-
ties he should have approached fhe
were interested in reconciliation -
namely the little groups inthe mpc.

the poor manis such a victim of
hisown propaganda that he actual:
iv believes thes want ‘rcconuhahon
while they are beating up people at-
tending a peace rally and detaining
people under ag 9 and 26.

the writer of the editorial is upset
because dr shejasali ignored the
people inthe puppet show. if he had
read the invitation he would have

realised that itis not dr shejavahi, but
the agenda of the planned meeting,
which excludes thosein the mpc. it
1s clearly stated in the invitation that
parties will discuss resolution 435 as
it stands. nobody in namibia can
sull believe the mpc supports
resolution 435. they have proven
their opposition $0 often.

who remains for dr shejavali to
speak to, he asks: t would like to in-
form him a litle. not to justus
garoch, buttothe damara counel,
which has openly stated its support
of resolution 438 and which has
more support than shipanga, kat-
jluongua, mudge andthe rest of the
bevryders, arbeiders and np put
together. not to peter kalangula, but
to the cda whose leeitimacy has
oeen adequately proven by the
dismal tailure of elements in the ar-
my and government to topple him,

bh mat

|) tires

tn +t a: 8 =—sti‘(i‘i‘i‘iéococococ”c

and which supports resolution 435.

not the swanu ‘dissidents’, but
swanu under the leadership of
kuzeeko kangueehi, swanu which
never dissented from its constitution
and pohcy, swanu which supports
the implementauon of resolution
435,

other parties of which this ‘jour-
nalist is unaware are the mbanderu
council, the nip, nudo pro-
gressives, nanso and namibia
women’s voice.

the soothsayer of namibian
pohucaljournahsm predicts that i
will be impossible to get these parties
together. he obviously already has
information about this. is it koevoet
or the security police who will stop
the meeting?

he predicts that inthe event of uni-
ty being formed, it will be unity in
dissension. surely thisisthe business

of the parties involve}, and not his,

surely it is only4olaries, cars,
houses and other benefits which
keeps the mpc together? or is the
writer trying to tell us that the mpc
is united on ag 8, the education
teport, or a policy for developing
namibia? [f so, the time has come to
give concrete evidence of it.

why are the whites worried when
the ccn wants todo for the oppress-
ed what the ng kerk has been doing
for the whites for years? why is this
‘journalisy’ worried when the ccn
starts a unifying process but not
when mr cleary, working for south
africa, started the mpc? must any
initialive start with whites, must it be
pro south african?

real namibian
katutura
",
Peace.19860228_page_1.txt,,"preserving the
status quo

there can be nopretense. there
can be no cover up. nfoses kat-
jiuonguatsacollaborator hers not
only a member of the mpc,
machinery set up by the south
afncan government, the most ar-
ticulate member of a cabinet pro-
tected by the south africanarmy and
its secret services, buthe also prevents
neople trom peacefully registermy
their reycction of south african col:
omahism and oppression,

al a tecent press conterence he
said ‘to wive peopic trecdom iy notte
givethem licence to turn against ihe
state. these fateful words ts ample
prool, not only of the extent and
depth of his collaboration, but the
fact that he is no nabionalist but a
mere reactionary.

however devious his rhetors, his
capability to ‘capture the imagina-
tion of the majority of the popula-
tion’ has been reduced 10 zero if it
ever existed at all. for to be a trend

ofthe stateisto bea frend oft tvran-
ny, brutality, violence, oppression
and similar vices.

the fact that the south afneanr
rulein this country 1s legal, her in-
struments, the administrator
general, armed forces and national
assembly must also be without
legitimacy

nonetheless, mr katyluongua sees
it fil to state that ‘we must be seen to
be doing the work we said we would
do for the people of this counuy, and
we must justify taxpayers money’. he
even finds it necessary to altempt the
propaganda that ‘the transitional
government has committed itself to

changing the country to make! bet-
ter for its people’

the laws that moses katjiuongua
holds are the laws that virtually the
whole namibian population has
dismissed as oppressive and immoral
and have fought since the orjgin of
our political struggle and earlier

surely political stability means
preservation of the status quo. any
change brought about by the cabinet
will be of the type that fits wath the
grand designs and strategies of south
africa to retain control of our land
and its resources.

katjiuongua deprives peace:
joving men and women to make their
grievances heard in a peaceiul way
“nd asks these people to surrender
(heir genuine aspirations for justice,
peace and freedom ib favour of
douile acceptance al laws winch are
an anathema to them wilerest wd
welibeme.

in vase the highl. cducated
cabinet member does not khmow rt,
peacefulcampaiensand oii! unrest
are not the same thing.

werner thtemisa
win dhoer
mote: thisletler has been shortened.

; pesos te slo he eid et ht os, fh at, ber he dl od ee pp heh a ee jiie peavoins iva pe tryed:
",
Peace.19860321_page_1.txt,,"12 the namibian friday marsch 2) 1986

letters

women and youth exhorted to unite against apartheid

as we usher in this year of peace
and harmony, swapo must assist the
women to take an active robe in the
polltical hfe of our country. nocoun-
try in which women do not have
equality with men, can be truly
democratic.

women ofourcountry andallthe
whites who idenufy themselves as
true and sincere citizens of namibia.
who are vearnine for a chanes.
should be accomodated in higher of-
frees and respansibilines in che part.

we musi cantina teragaushs
with ge struyse
aemanding dhe primeiples of ame mat
one vate fa be applied

the meststepistoescocens adult,
wrespechve of race or creed. tae right
to vote. when citizens enjoy cusatie
ty of status withothers, then the bar-
tiers of race and colour will disap-
pear and people will mia freely
together and will work for the com-
mon good of society.

our people are the masters of their

va ser ly

own lives, designers of their own
future, and dictators of their own
destiny. the illegal rule in namibia
nvist be brought to an immediate
end.

no government can continue to
impose its rule coercively in the face
of the conscious defiance of the over-
whelming majonty of its people.

lappeal to all progressive torces
which are fiehting to establ sh ce-
srane and demoecraay nevis ih
the country ta umite and torn. oe
strane blog nomuaotittes, aw necher

: be piock ov alive. cab beatin
eal poopie

while swapo and all proeressive
motes and mnstinntpans op tbs cun:
(in ate imiensits iy cie sifugyie for
emancipation and human digi,
swapo must not turn down honest
and authente talks which could lead
toaceasefire. swapo must talk tothe
apartheid regime and not to the sel{-
proclaimed government of national!
unity.

women of namibia! the hour has
passed when women were made to be
mere spectators of events. your
husbands are not paid adequate
wages. your children are walking
around with empty stomachs and
they do nol receive a proper educa-
lon. thes are taught in segregated
schools and you do not have decent
nouses and reercational facilities

you de not have eqtality wath

oy

mer phe soaeeboppression is hire

sag vou and ve should mow oe:

soar dsout pivtits

youthor the country? do net give
intointimidation. wedonothavea
legaladministrauioninthis counts.
thase who proclaim power do not
have the mandate. you are the
ciuzens of today and tomorrow and
the salt of this nation. [tisto vou we
are looking for news alues. come out
resolutely. stand up for justice to

prevail in namibia.

remember apastheid is like cancer
in the body politic of the country. it
is repugnant with the symptoms of
hatred, fear and relentless violence.

to draw up a corstitution at this
juncture without the participation of
allthe parts concerned, is fraudulent
and an indignity -o our very ex-
istence. regard it ay null and void

close your ranks in the spirit of
eeaceand harmony surmountyour
propiems with sigour and devermin-
edefiors, dechareg your dures vith
bono eed ep vour obigatars
prompuys bradicate the abominable
peoutos ot apartheid tram the face al
oup soured

tre state president of south
africa isnot sincere it las proposal
ror the implementation of resolu-
tion $38. and he has ne right to link
the independence of namibia with
the withdrawal of the cubans from
angola.

the cubans are in angola at the
invilation of the angolan govern-

ment, and ever since they went to that
country in 1975 to date, they havenot
attempted to violate the territorial
boundaries of namibia or south
afnca.

}see no logic in the proposal of the
state president. one would have ex-
pected mr botha to be more realistic
and practicai on this desperate issue
of namibia. anissue which took so
many vears ta discuss inthe tnterna-
ional forum.

anyvola is a sovereign member
state or ine lomired nations and
under the preseni charter of the
tcinticd nageors, no government or
imdividual has rhe rhe co impose
dictates on thal ecvernment,

ip w bouha. asthe leader of south
africa. can only hate the cubans
withdrawn from angola through
peavelul negotiations and not
critical and empty proposals based
on malicious intrigues.

jacob kuhangla
onamulenge
",
Peace.19860411_page_1.txt,Windhoek,"on the boer war

with the recent propaganda
against swapo onthe part of the dta
mouthpiece, | would like to bring the
following to the attention of the
public.

the facts about swapo in that
mouthpiece are manipulated and
propagandistic in nature. the whites
who sit behind this propaganda are
exploiting the lack of knowledge of
our people. i

in 1899 to 1902 the afrikaners
fought the boer war. let me mention
some factors in connection with this:

* the guerrilla war of 1899 to 1902 was
the tirst significant one in africa:
“it was learned from them that guns
could be taken upasa last resort and
when all other possibilities had been
exhausted;

* h-year old children fought in that
war;

* with their calvanistic back ground,
they saw their war as rightful before
god;

* the afrikaners did not separate
politics and religion;

* they were convinced they fought for
their country and freedom,

* the homes and farms of the

afrikaners were burned down by the
enemy british;

* women and children were placed in
concentration camps, where more
than 22000 children under the age of

16 are alleged to have died;

* hensoppers were regarded as
traitors while bittereindes fought to
the finish;

* the traitors were sometimes

sentenced to death by firing squad;

* the afrikaners were distrustful of
the english and thetr peace
imitiatives:

* children of traitors could not be
baptised in the dutch reformed
church.

taking this into account, why the
fuss about the fact that swapo ts
holding their traitors tn detention, in
uch better condinions than these of
“he afrikaners during the boer war?

already, deep in the national par-
ty hierarchy, inthe np church, there
iy a change against apartheid. they
are now beginning to realise the ir-
reparable damage done to the black
by means of apartheid.

view the propaganda of the
republican party with caution. itis
the broederbond’s psychological
war against swapo. swapo will not
be broken. shipanga and muyongo
tried it and failed. do you think
maria boois and beukes will get it
right?

eg hakutemba
windhoek

eee ts
",Windhoek
Peace.19860418_page_1.txt,,"churches and radical change

the church is the body of
christ and it is the responsibility of
the church to act in the spiritual,
social and political interests of the
community.

the church should acknowledge
that the gospel of jesus christ is to
be understood, not only in an ec-
clesiaslical sense, but also in the
social, political and cultural sense.

the task of the church is to work
for god's reconciliation everywhere.

the church hasa responsibility to
reject government policies which
deny people their human rights and
it must speak out against injustice
and preach the chnstian message of
peace, freedom and reconciliation.

it should reject racial discrimina-
dion and racism and put forth renew-

ed efforts to live according to biblical
norms. it should press the govern-
ment to promote fundamental
human rights, freedom and peace
among the people.

the church is responsible for the
welfare of its people. it cannot re-
main uninvolved because the people
under the government are also
members of the church.

the church has to realise that the
situation in this country is contrary
to the will of god. it has to struggle
for radical change in our society - for
genuine independence for namibia.

david a tileka
otamanzi

note: this letter has been shariendd -

",
Peace.19860425a_page_1.txt,Walvis Bay,"the united states of america is
fast becoming a threat to interna-
tional relations. firstly she agreed to
give covert aid to the guerrilla move-
ment unita, and the result of this is
that the president of the people’s
republic of angola will be forced to
get more aid tocounter theaid given
to savimbi.

can america then claim to be a
leader in maintaining world peace?
| secondly, the us attacked libya.
is this not a violation of the norms
on international relations? britain
should also be held responsible for

us threat to international peace

this attack. ;

america 15 one of the super-
powers, and supposedly a
democratic country. what will hap-
pen when one of the superpowers
begin to attack other countries?

america gave unita the aid asifto
say ‘there is the aid (weapons), go and
kill the masses of angola’.

the attack on libya showed that
america is barbaric.

zipho-zonke siwundla
walvis bay
",Walvis Bay
Peace.19860425b_page_1.txt,,"colonel eimbeck reacts to opinions of pastor kameeta

you have given vice bishop
kamecta space in your newspaper to
volce his opinion. i request thesame
opportunity since you call yourself
achamplon for freedom of speech.

mr kameceta claims that the in-
dependence of namibia is an in-
alienable right, and that itisdemand-
ed without conditions attached. he
iscight, but why does he, and his par-
ty, swapo, refuse to acknowledge any
other political opinion in this de-
mand for independence?

why doesn't mr kameeta use his
high office to ensure justice, peace
and freedom for eery namibian?
he is aware of the fact that swapo
does not tolerate opposition. he
knows that everybody opposing
swapo will be subject to arbitrary
punishment or even execution
without a fair trial. mr kameeta
should support the call made by the
namibian on swapotoensurea fair
hearing for those who are accused of
being spies for south africa.

mr kameeta should be aware of
the fact that many political parties in
nainibia have urged swapoto be an
equal partner in their opposition to
south africa. he should also know
that swapo refuses to drop the adjec-

tive ‘sole and authentic represen.

tative of the people of namibia’. ms
lister should inform mr kameeta of
what her experiences are concerning
this imposed status on swapo. mr
kameeta, who has vowed to preach
love, peace and righteousness,
should be inthe front to ensure that
every namibia be granted the right
andthe opportunity to work towards
independence of this country.

mr kameeta knows that swapo
regards violence as the only viable
means of allaining independence tor
namibia, but does he consider the
fact that the majority people in this
country are peaceloving christians
and thus prefer a negotiated
settlement?

mr kamecta calls for boycotts and
disinvestment and calls the potential
suffering of the majority of people
‘empty phrases’. simullaneously this
vice bishop demands that ‘all peo-
ple must have the right to decent
housing, and bring up their families
incomfort and secunty. free medica!
care and hospitalisation must be pro-
vided for all, with special care for

senior citizens, mothers and small
children. the aged and disabled must
be fully cared for by the state’,

has it occurred to mr kameeta
that foreign investment is vital to
achieve these aims” mr kameeta ts
fully aware of the fact that swapo
and the ccn regularly call on inter-
national financial support to
alleviate the plight of the people.
why then should only his party and
is followers benefit from financial
aid and not the majority of the
people?

will mr kameeta care to tell the
public how much he earns and how
much he pays i taxes? will mr
kamecta be prepared to inform the
people of this country about the
lifestyle of those who profess to fight
tor independence and liberation
about ther contribution towards the
alleviation of the suffering peaplein
the form of financial contributions?

can mr kamectainform the publicof

whathe proposes shauld be done to
obtain sufficient funds to attain what
all the people in namibia desire?
mr contention is that swapo is
guilty of the most atrocious
discrimination against people. mr
kameeta is actively engaged in
swapo's political activities, this
inakes him guilty of discriminating
against his own people too, accor-

ding to the oxford dictionary,
discrimination means to ‘make a
distinction, to give unfair treatment,
especially because of prejudice’.
swapo and mr kameeta call
everybody who does not comply with
their conditions and with their opi-
mons, collaborators, traitors, pup-
pels etc. everybody who dares to
speak against swapo is threatened
and intimidated. every person who
does not support swapo is being
discriminated against. this ts
definitely not what the majority of
namibians will support: this is what
the majority ofthe namubians want
eradicated,

mr kameecta claims his fame and
right to speak about political matters
on his attest and detention. for any
law-abiding citizen, especially for
devoted christians, defiance of the
lawis detestable. if mr kamectaasa
vice bishop and even more as a
swapo politician, was really con-
cerned about the welfare of the peo-
ple of this country and their in-
ahenable right to self-determination,
he would have made positive con-
tributions and would not suppartan
organisation which sees only
violence as a moans of achieving

what they desire, namely, to take over
power of this country.
mr nujoma has declared more

than once that swapo is not in-
\erested in powersharing, but onlyin
power itself, during his recent pro-
paganda tour for swapo in west ger-
many, mr kameeta has proven that
heis against any form of opposition
to swapo and that he disputes the
right of freedom of speech of a ger-
man citizen in his own country. with

this act added to his political antics

against the people of this country, mr

kameeta has disqualified himselfof
claiming to be a champion for
freedom, justice and peace.

s eimbeck

note: s eimbeck is a colonel in
the south wess african police. he
is also attached to the directorate
of the security secretariat of the
national secunty council ap-
pointed by the cabinet of the in-
terim government. we would be in-
terested to hear him expound on
the ‘experiences’ of g lister con-
cerning the ‘sok and authentic’
status of swapo. - editor.

",
Peace.19860516_page_1.txt,,"empty promises about a ‘new deal’

allow me to react to the rude
speech of the socalled minister of
health in the interim government,
mr moses katjiuongua. (the
namibian, may 4 1986).

the said mr katjiuongua was in
a state of desperation when mak-
ing this ndiculous speech, and thus
apparently did not realise his use of
uncivilised language in describing
his political opponents.

he called our leaders ‘power
drunkards, political jokers and op-
portunists’. now to examine the
issue seriously, who is an oppor-

tunist and who is not? why did you
run away from swanu [o join the
mpc government? is that not op-
portunistic and power-hungry?

you try to fool the people by tell-
ing them you don’t want a civil war
in namibia. is it not a civil war
which ts beng fought in the north?

mr katjiuongua, try and address
yourself to the real facts and pull
yourself out of that pool of
stupidity. .

it you try to be objective and
realistic, you would not be worried
about the positive actions of pro-

gressive parties aimed at the speedy
implementation of resolution 43$.

people know what you stand for
and your empty promises of a ‘new
deal’ will not make the people
suscepuble to this cheap propagan-
da. you and your colleagues are
ruled by apartheid and confusion
and this makes you more reckless
than ever.

if you consider yourself a na-
tionalist, why do you not push for
the implementation of resolution
435 and your bill of rights?

if you stay as you are, a short-

will not impress people

sighted neo-colonialist, then | can
assure you that there will be no
tranquility in namibia as long as
we are being ruled by a foreign
power through the mpc. the
mpc government should be
abolished and replaced by a
democratically-elected government.

you cannot claim peace in a state
of continuous institutionalised
state violence and unemployment.
people need freedom, peace and

security and not torture and deten-

tion without tril. give the people
what they want by granting them

their right to practice self

determination.

why should you be afraid of
resolution 435 if you ‘claim’ the
support of the people?

lastly, i] would suggest you use
more civihsed language when mak-
ing public statements, because you
are causing ill-feeling among the

people. <

h r nghnamwaami
arandis

",
